age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
32,Male,Married,High School,54100,Self-employed,2,Startup,Rented,13700,3,0,0,3800,14600,5200,No,0,613,138600,34700,Vehicle,173000,22,Not_Eligible,6048
38,Male,Married,Graduate,44400,Private,2,Mid-size,Own,0,4,3300,0,5300,6700,8900,No,0,740,219700,55300,Education,66000,48,Eligible,10100
38,Female,Married,Post Graduate,58500,Government,7,Large Indian,Rented,20100,2,5000,0,7200,9200,5900,No,0,850,204900,91200,Home Appliances,62000,18,Eligible,7326
48,Female,Married,Graduate,36400,Private,3,Mid-size,Own,0,4,8500,0,4200,7100,4700,No,0,663,133400,79800,Home Appliances,77000,28,Eligible,5950
38,Male,Married,Post Graduate,53000,Private,9,MNC,Own,0,3,9300,0,2700,15400,3200,No,0,659,229900,118800,Education,181000,40,Eligible,11200
38,Male,Married,Post Graduate,53800,Government,11,Large Indian,Own,0,4,0,0,3800,10700,9100,Yes,11000,768,428400,170300,E-commerce Shopping,51000,21,Eligible,9757
32,Female,Single,Graduate,49800,Private,4,Startup,Rented,16000,1,0,0,6500,8000,2900,No,0,629,251100,100300,Home Appliances,43000,8,Eligible,6560
48,Male,Married,Graduate,75500,Government,13,Large Indian,Own,0,4,10100,0,10900,11700,11300,No,0,744,312600,172700,Vehicle,783000,72,Eligible,17325
38,Male,Married,Graduate,79300,Private,1,Small,Own,0,4,0,0,6800,18500,11600,No,0,773,399600,231700,E-commerce Shopping,87000,19,Eligible,25440
48,Male,Married,Graduate,48200,Government,9,Mid-size,Own,0,4,5700,9900,6100,8600,6500,Yes,13800,715,238700,109100,Home Appliances,150000,12,Not_Eligible,500
32,Male,Married,Professional,87400,Private,2,Large Indian,Own,0,3,0,8100,10100,17900,11800,No,0,850,121200,61700,E-commerce Shopping,44000,6,Eligible,18960
27,Male,Single,Professional,77700,Self-employed,5,Mid-size,Own,0,1,0,0,8000,19700,15100,Yes,22300,685,504200,124900,Education,77000,31,Eligible,4365
38,Male,Married,Graduate,73400,Private,3,Startup,Rented,22000,3,0,0,9700,20200,12300,No,0,743,445800,148700,Vehicle,1031000,27,Not_Eligible,5060
38,Male,Married,Post Graduate,75100,Government,8,MNC,Own,0,2,0,0,4500,21200,15000,No,0,815,374200,181700,Home Appliances,252000,22,Eligible,22704
32,Female,Single,Graduate,24100,Private,10,Small,Rented,7900,2,7000,0,1800,7000,4600,No,0,706,156400,31400,Education,460000,38,Not_Eligible,500
48,Male,Married,High School,12000,Government,0,Large Indian,Rented,3200,3,14800,0,1600,2200,1600,No,0,703,82500,26000,Education,473000,32,Not_Eligible,500
32,Female,Married,Professional,66000,Self-employed,2,Large Indian,Rented,14200,4,6700,0,6600,15400,7900,No,0,693,50800,24200,Personal Loan,81000,29,Eligible,5472
48,Female,Married,Post Graduate,53800,Government,3,MNC,Own,0,3,12000,0,5200,11800,10300,No,0,709,331200,118800,Education,90000,35,Eligible,8772
38,Female,Married,Graduate,44700,Private,5,Startup,Rented,7100,3,12600,0,5300,8200,4200,No,0,679,45000,13100,E-commerce Shopping,12000,14,Eligible,2920
32,Male,Single,Graduate,54800,Government,1,Large Indian,Own,0,2,0,0,2800,12400,5800,Yes,5700,714,67100,33200,Home Appliances,68000,30,Eligible,7868
27,Female,Single,Graduate,72500,Private,5,MNC,Own,0,1,0,0,4200,14700,12500,Yes,7600,726,122000,55900,E-commerce Shopping,13000,16,Eligible,9380
32,Female,Married,Graduate,67400,Private,0,Mid-size,Rented,10300,3,0,0,6400,11200,6300,No,0,763,183400,102700,E-commerce Shopping,135000,11,Eligible,15936
38,Male,Married,Post Graduate,112100,Private,3,MNC,Rented,24500,4,4900,20700,9600,23700,5700,No,0,722,241700,56400,Home Appliances,231000,32,Eligible,11500
38,Female,Married,Professional,52100,Self-employed,1,Small,Own,0,3,8200,0,3600,10200,3600,No,0,748,409600,153000,Vehicle,470000,84,Eligible,13117
32,Male,Single,Post Graduate,39300,Private,5,Large Indian,Rented,13400,2,0,0,4600,6300,2300,No,0,693,72100,33500,Home Appliances,153000,19,Not_Eligible,5080
38,Male,Married,Graduate,103200,Private,1,Mid-size,Own,0,4,0,14400,7000,21900,12600,No,0,694,372700,148900,Education,496000,39,Eligible,23650
48,Male,Married,High School,66900,Self-employed,20,Mid-size,Own,0,5,0,23800,9100,12400,9800,No,0,720,420500,173700,Vehicle,437000,40,Not_Eligible,5841
38,Male,Married,Graduate,71500,Self-employed,2,Mid-size,Own,0,5,6200,0,10500,19300,6100,Yes,9500,705,464400,129700,Vehicle,680000,80,Not_Eligible,6895
38,Male,Married,Post Graduate,71900,Private,4,MNC,Own,0,2,0,0,5400,18200,5200,No,0,798,357800,202600,Education,353000,24,Eligible,25860
38,Male,Married,Post Graduate,54400,Private,12,Small,Own,0,4,0,0,4000,13700,5300,No,0,653,333600,186500,Education,325000,6,Not_Eligible,17270
48,Female,Married,Graduate,53900,Private,0,Large Indian,Own,0,3,5500,0,3100,15000,8100,No,0,593,402400,147000,Education,230000,42,Eligible,7814
32,Male,Married,Graduate,63400,Government,3,Mid-size,Own,0,2,0,0,6900,17400,5100,Yes,15300,693,156700,55500,Education,209000,37,Eligible,7199
48,Female,Married,Post Graduate,60600,Government,4,MNC,Own,0,3,2400,10400,4700,9300,3900,No,0,726,105200,46300,E-commerce Shopping,132000,15,Eligible,13156
27,Male,Married,Post Graduate,33900,Private,0,Mid-size,Own,0,4,9800,0,3600,8600,5600,Yes,6800,673,167600,88100,Education,380000,45,Not_Eligible,500
38,Male,Married,High School,39400,Private,0,Large Indian,Own,23135,4,0,0,3400,9000,5800,Yes,6800,706,42100,12200,Education,454000,25,Not_Eligible,3225
32,Male,Married,Graduate,90000,Government,4,Mid-size,Rented,21000,4,6900,0,5300,25300,5800,No,0,798,357200,192800,Education,197000,33,Eligible,16962
27,Female,Married,Graduate,50600,Government,0,Mid-size,Own,0,2,0,0,2900,8400,3500,Yes,5500,701,57000,24000,Personal Loan,199000,59,Eligible,8484
32,Male,Married,High School,38600,Government,6,MNC,Own,0,3,0,0,2400,6400,3000,No,0,749,238800,52900,Education,147000,46,Eligible,16214
48,Female,Married,High School,85300,Private,6,Large Indian,Rented,12900,3,12300,0,11200,14600,13500,Yes,15100,689,286400,151800,Vehicle,128000,18,Not_Eligible,1995
48,Male,Married,Professional,77300,Self-employed,10,MNC,Own,0,5,7600,0,6400,12700,12100,No,0,737,277200,60400,Personal Loan,303000,40,Eligible,17325
27,Female,Single,High School,60100,Private,2,Large Indian,Own,0,2,11200,0,8600,15800,5700,No,0,730,210800,69900,Home Appliances,73000,13,Eligible,9400
48,Male,Married,High School,26700,Government,15,MNC,Rented,5300,4,0,7000,1600,4600,4400,No,0,778,21000,6600,Vehicle,876000,29,Not_Eligible,2006
48,Female,Married,High School,28500,Self-employed,14,Mid-size,Own,0,4,8600,0,2000,6300,3600,No,0,691,32600,9000,E-commerce Shopping,36000,19,Eligible,2880
32,Male,Married,High School,36000,Private,0,Mid-size,Rented,7700,3,0,0,5100,6300,4700,No,0,589,253700,57300,E-commerce Shopping,114000,5,Not_Eligible,4294
38,Male,Married,Graduate,58600,Private,0,Large Indian,Rented,15200,4,7200,0,7800,15700,8900,No,0,785,272900,115800,Education,362000,34,Not_Eligible,1824
48,Male,Married,High School,47400,Private,2,MNC,Own,0,4,0,0,4500,9200,7900,No,0,717,333900,188900,Education,220000,25,Eligible,14190
32,Male,Married,Professional,64800,Government,1,Large Indian,Own,0,3,7800,0,8500,13500,10700,Yes,15000,646,465600,154400,Home Appliances,243000,10,Not_Eligible,2864
38,Male,Married,Professional,47500,Private,3,Large Indian,Own,0,2,0,0,5100,9900,7600,No,0,656,275400,91800,Home Appliances,248000,27,Eligible,12450
48,Female,Married,Graduate,37000,Private,7,Large Indian,Rented,11200,2,6200,0,2600,6000,3000,No,0,722,64800,38500,E-commerce Shopping,48000,20,Eligible,3200
38,Female,Single,Graduate,60300,Government,1,Small,Own,0,1,0,0,4500,9200,10000,No,0,850,436600,178200,Home Appliances,263000,35,Eligible,24156
38,Male,Married,Professional,76800,Private,7,MNC,Own,0,3,0,0,9100,20700,5800,Yes,17000,785,324500,100100,Education,131000,41,Eligible,10164
32,Male,Married,Graduate,65200,Private,2,Startup,Own,0,4,8200,0,6300,18900,8700,No,0,696,96500,24200,Education,404000,10,Not_Eligible,9240
32,Male,Single,Graduate,65400,Private,4,Large Indian,Own,0,2,0,0,7300,11600,8300,No,0,665,131000,40500,Education,182000,19,Eligible,19100
32,Male,Single,Post Graduate,53900,Private,0,Small,Own,0,2,0,0,7600,9000,6800,No,0,607,113000,43100,Personal Loan,853000,25,Not_Eligible,9760
38,Female,Married,Graduate,49200,Private,6,Large Indian,Rented,8500,2,0,0,2600,8600,8400,No,0,678,73100,17900,Home Appliances,111000,15,Eligible,8440
38,Male,Married,Professional,66500,Self-employed,16,Mid-size,Rented,21500,2,9300,0,9700,11500,10600,No,0,760,289100,159500,Education,50000,37,Eligible,2106
38,Male,Single,Graduate,30600,Private,7,Mid-size,Rented,6500,2,7400,0,1600,8700,5000,No,0,833,154700,41100,Home Appliances,33000,36,Not_Eligible,840
27,Female,Married,Graduate,18000,Private,1,Large Indian,Rented,6000,2,0,0,1900,4800,2600,No,0,705,112400,66000,Education,276000,42,Not_Eligible,1485
27,Male,Single,Post Graduate,64800,Government,1,MNC,Own,0,2,8600,0,4900,15800,8100,No,0,751,41700,23700,E-commerce Shopping,42000,15,Eligible,13152
38,Female,Married,Professional,91600,Private,3,Large Indian,Own,0,3,6700,0,7000,14600,5900,Yes,27400,619,222800,78900,Home Appliances,161000,32,Eligible,8400
27,Male,Single,Graduate,73100,Private,0,MNC,Own,0,2,10800,0,3900,12900,10700,Yes,12900,609,412700,86500,Home Appliances,87000,19,Not_Eligible,4905
32,Female,Married,Graduate,30700,Government,1,MNC,Own,0,5,14100,0,2800,4900,5200,No,0,749,132800,70100,Education,290000,39,Not_Eligible,1850
48,Female,Married,Graduate,99500,Private,9,MNC,Own,0,4,7000,0,8800,17900,12800,Yes,11600,740,304500,147200,Vehicle,568000,74,Eligible,14490
27,Male,Single,Post Graduate,80200,Private,2,Small,Rented,25800,2,14900,14600,10000,15100,8500,No,0,690,422500,211500,E-commerce Shopping,67000,20,Not_Eligible,500
48,Male,Married,Graduate,76900,Private,26,Mid-size,Own,0,2,0,0,6700,19600,9200,No,0,741,259200,79700,Personal Loan,545000,39,Eligible,20700
58,Female,Married,High School,37900,Private,3,Large Indian,Own,0,4,0,0,4000,5800,3800,Yes,4400,574,208500,78700,Vehicle,167000,64,Eligible,5572
38,Female,Married,Graduate,81400,Government,0,Mid-size,Rented,21200,3,4000,0,6100,23500,5200,No,0,772,180400,49500,Education,423000,15,Not_Eligible,12840
48,Male,Married,Post Graduate,57800,Private,7,Mid-size,Own,0,4,12800,0,3700,16600,7400,No,0,843,172500,87000,Education,234000,20,Not_Eligible,10380
48,Male,Married,High School,16000,Private,0,Large Indian,Rented,4500,2,3100,0,2100,3600,1000,Yes,4500,667,106300,32000,Personal Loan,554000,38,Not_Eligible,500
27,Male,Single,Graduate,39200,Self-employed,0,Mid-size,Rented,6000,2,0,0,3900,11100,5200,No,0,683,164800,71100,Personal Loan,326000,17,Not_Eligible,5850
38,Male,Married,Graduate,21500,Private,11,MNC,Own,0,3,8200,18200,1700,3700,1700,Yes,6200,603,124400,67700,Personal Loan,194000,35,Not_Eligible,500
38,Female,Married,Graduate,56300,Government,1,MNC,Own,0,5,0,0,6600,15500,8200,Yes,14400,648,302200,114900,Personal Loan,481000,50,Not_Eligible,3248
48,Male,Married,Graduate,20000,Government,26,Mid-size,Own,0,3,4300,0,2000,4500,2300,No,0,674,21900,11100,E-commerce Shopping,40000,22,Eligible,3036
38,Female,Single,Graduate,41700,Private,1,Large Indian,Own,0,3,0,8700,2600,9900,2300,No,0,744,206700,111800,Education,163000,47,Eligible,9100
32,Male,Single,Graduate,38600,Private,1,Startup,Own,0,2,0,0,2900,11100,7400,Yes,4000,628,293300,139000,Education,357000,46,Not_Eligible,4065
32,Male,Married,High School,51500,Private,2,MNC,Own,0,2,2200,0,2800,11700,3800,No,0,721,262500,131200,Home Appliances,52000,17,Eligible,15500
38,Female,Married,Professional,105200,Government,7,Large Indian,Own,0,4,0,0,8900,24300,16300,Yes,26900,785,420100,156200,Education,124000,13,Eligible,13305
48,Female,Married,High School,79400,Private,2,Large Indian,Own,0,3,4800,0,4400,12100,13500,No,0,667,214100,99300,Education,397000,14,Not_Eligible,22300
48,Male,Married,Post Graduate,23400,Government,11,Mid-size,Own,0,5,0,0,3200,5700,1700,Yes,4700,673,132000,34700,Vehicle,654000,61,Not_Eligible,3118
38,Female,Single,High School,36900,Private,3,Large Indian,Own,0,2,0,19100,2400,7900,2900,No,0,809,170300,61600,Education,288000,48,Not_Eligible,2760
27,Female,Married,Graduate,33600,Self-employed,0,MNC,Own,0,2,14900,0,3800,9400,3100,No,0,647,180900,82300,E-commerce Shopping,47000,23,Not_Eligible,864
38,Male,Married,Graduate,29700,Self-employed,5,Mid-size,Own,0,3,0,0,1800,4900,2200,Yes,4600,776,120900,40700,E-commerce Shopping,28000,24,Eligible,6123
38,Female,Married,Graduate,64100,Private,0,Mid-size,Own,0,4,3100,0,8900,11200,9300,No,0,767,64500,14300,E-commerce Shopping,50000,23,Eligible,12134
48,Female,Married,Graduate,20200,Private,4,Large Indian,Rented,4000,3,5900,15100,1800,5500,1700,No,0,657,74000,23000,Vehicle,478000,24,Not_Eligible,500
38,Female,Married,Graduate,22700,Private,0,Mid-size,Own,0,2,6600,0,3100,5500,1700,Yes,5100,556,52700,18800,Home Appliances,220000,29,Not_Eligible,500
27,Female,Single,Graduate,38600,Private,2,Large Indian,Own,0,1,0,0,2600,9800,6500,No,0,749,112400,25200,Home Appliances,187000,24,Eligible,9850
58,Male,Married,High School,14400,Government,16,Startup,Own,0,3,3300,0,1600,4200,1400,No,0,728,93200,37900,E-commerce Shopping,29000,16,Eligible,2359
27,Female,Single,Post Graduate,89200,Private,2,Mid-size,Own,0,1,0,0,7000,16900,5400,Yes,13300,804,510100,167900,E-commerce Shopping,195000,23,Eligible,19572
38,Female,Married,Graduate,54000,Private,0,MNC,Own,0,2,9200,7500,4400,9800,3800,No,0,726,295500,116900,Vehicle,541000,54,Not_Eligible,7720
48,Female,Married,Graduate,70700,Government,5,Large Indian,Rented,22100,2,0,0,10200,15500,5400,No,0,817,475800,104200,Education,241000,27,Eligible,12705
48,Male,Married,Professional,27000,Self-employed,4,Large Indian,Rented,8500,3,10800,0,3000,5500,2600,No,0,725,206800,94200,Vehicle,810000,41,Not_Eligible,500
32,Male,Single,Post Graduate,29500,Private,3,Mid-size,Rented,9400,1,0,0,4300,8400,2000,Yes,8500,686,72800,42900,Vehicle,655000,70,Not_Eligible,500
38,Female,Married,High School,41000,Private,0,Mid-size,Rented,7200,4,0,0,6100,10400,5500,Yes,10800,644,144100,31200,E-commerce Shopping,22000,9,Not_Eligible,500
27,Male,Single,Graduate,18000,Self-employed,0,Mid-size,Own,0,1,0,0,1100,4400,1700,No,0,697,54100,13500,Personal Loan,457000,19,Not_Eligible,4860
48,Male,Married,Professional,73600,Self-employed,5,MNC,Rented,24200,3,0,6400,8600,15200,5300,No,0,721,129100,75800,E-commerce Shopping,13000,9,Eligible,5004
32,Male,Married,Graduate,30900,Private,10,Startup,Own,0,3,3200,0,3900,9000,5800,No,0,734,229700,81900,Vehicle,219000,62,Eligible,4950
32,Male,Single,Professional,35700,Private,0,Mid-size,Rented,7000,2,3200,13800,3900,9600,5600,Yes,5500,553,50100,12600,E-commerce Shopping,68000,22,Not_Eligible,500
32,Female,Single,Professional,99300,Private,3,Large Indian,Own,0,2,0,0,6300,26400,14200,Yes,11900,721,281100,162300,Personal Loan,178000,56,Eligible,14175
38,Male,Single,Professional,79200,Private,0,Large Indian,Rented,14000,2,0,0,5800,16800,12600,No,0,678,429100,190800,Education,269000,21,Not_Eligible,12000
32,Female,Married,Graduate,39700,Government,0,Mid-size,Rented,9100,4,0,0,2900,7700,4000,No,0,772,177500,50500,Education,112000,14,Eligible,9600
32,Male,Married,Professional,40700,Private,0,Large Indian,Rented,6400,3,12500,20400,3900,11800,6300,No,0,722,200800,85300,E-commerce Shopping,43000,23,Not_Eligible,500
32,Male,Single,Graduate,60800,Private,3,Large Indian,Own,0,2,0,0,3500,11700,8700,No,0,704,138000,70600,Home Appliances,93000,34,Eligible,18450
48,Male,Single,Graduate,65800,Private,6,Mid-size,Own,0,2,0,0,9400,19300,3600,No,0,600,323000,167100,Home Appliances,242000,7,Not_Eligible,13400
32,Female,Married,Graduate,33700,Private,2,Mid-size,Rented,5400,3,13300,11700,3200,7200,3500,No,0,645,169600,75200,Vehicle,939000,35,Not_Eligible,500
27,Male,Single,Post Graduate,42000,Private,1,Mid-size,Rented,11700,2,0,0,2400,7800,2300,Yes,7500,545,67500,31800,Home Appliances,189000,31,Not_Eligible,1442
32,Male,Married,Post Graduate,99200,Private,3,Small,Own,0,3,12100,6000,5600,25300,11600,Yes,25300,696,245200,118300,Home Appliances,196000,32,Not_Eligible,4655
38,Male,Married,Graduate,63800,Private,2,Startup,Own,0,3,0,18000,8900,14000,12700,No,0,667,456200,207700,Education,93000,30,Eligible,5610
48,Female,Married,Post Graduate,36000,Private,8,Mid-size,Own,0,4,0,0,3400,9300,4200,Yes,4500,709,282400,100900,Personal Loan,828000,32,Not_Eligible,5621
32,Male,Married,Post Graduate,67700,Private,5,Mid-size,Own,0,3,9500,0,6400,14300,4900,No,0,837,511900,129800,Personal Loan,504000,41,Eligible,21516
27,Female,Married,Graduate,60200,Private,0,Mid-size,Rented,11300,3,0,0,8300,17700,8900,No,0,698,95400,29600,Vehicle,723000,64,Not_Eligible,4480
38,Female,Married,Graduate,75700,Government,8,Large Indian,Own,0,3,0,0,5900,20300,15100,No,0,818,374000,78900,Home Appliances,41000,8,Eligible,22704
48,Male,Married,Graduate,71700,Private,0,Mid-size,Own,0,2,0,0,3900,17200,4400,Yes,11300,563,255300,78200,E-commerce Shopping,76000,15,Eligible,7817
27,Male,Married,Graduate,27600,Government,5,MNC,Own,0,4,0,0,2600,5300,1700,Yes,6700,651,107200,37900,Personal Loan,501000,39,Not_Eligible,4350
38,Male,Married,Post Graduate,31000,Private,16,Mid-size,Own,0,3,8000,6200,4500,5700,3800,No,0,649,84100,26400,Education,299000,28,Not_Eligible,1120
32,Male,Married,High School,25200,Private,1,Mid-size,Rented,4500,3,4600,0,2100,7100,2000,No,0,577,18100,10200,Personal Loan,517000,58,Not_Eligible,1568
48,Female,Married,Graduate,69600,Private,8,Startup,Own,0,4,9900,0,6800,13200,9300,No,0,809,458300,151600,Personal Loan,959000,14,Not_Eligible,20064
38,Female,Married,Graduate,43200,Private,6,Large Indian,Rented,10900,3,4100,0,4200,7300,2200,Yes,7900,639,340400,75400,Home Appliances,70000,29,Not_Eligible,2032
58,Female,Married,Graduate,42100,Government,30,Large Indian,Rented,14100,4,0,0,4600,11300,5700,Yes,7400,753,231000,58500,Education,249000,18,Not_Eligible,500
38,Male,Married,Graduate,51000,Private,4,Large Indian,Own,0,4,0,19000,3500,15000,3900,No,0,770,213700,118800,Education,137000,23,Not_Eligible,5760
48,Male,Married,Professional,84200,Private,1,Large Indian,Rented,22300,5,0,0,4400,16600,10300,No,0,706,364800,178100,Home Appliances,30000,8,Eligible,15300
32,Male,Married,Graduate,61300,Private,2,MNC,Rented,12900,4,9100,0,3800,9200,9000,Yes,6900,689,385300,96900,Personal Loan,538000,57,Not_Eligible,4004
48,Female,Married,High School,48700,Private,5,Mid-size,Rented,16100,4,7500,0,5600,11200,9700,No,0,673,88800,18000,Home Appliances,262000,6,Not_Eligible,500
48,Female,Married,Graduate,68900,Private,0,Large Indian,Own,0,3,0,0,9300,13400,5800,No,0,642,491800,186000,Personal Loan,430000,41,Eligible,14220
38,Female,Married,High School,42800,Private,1,Large Indian,Rented,12300,4,2800,21900,5100,11000,2900,No,0,731,189500,52000,Personal Loan,884000,29,Not_Eligible,500
38,Male,Married,Graduate,68000,Private,4,Large Indian,Rented,12100,3,0,0,5300,19700,10600,Yes,16400,595,395600,179300,Education,355000,11,Not_Eligible,1092
32,Female,Single,Graduate,64000,Private,2,Startup,Own,0,1,0,0,4300,17200,8100,Yes,7100,627,35600,9800,Home Appliances,220000,27,Not_Eligible,6115
58,Female,Married,Graduate,18000,Private,14,Large Indian,Rented,3500,4,14200,0,2100,3800,2500,No,0,646,131100,76800,E-commerce Shopping,145000,16,Not_Eligible,500
38,Male,Married,Graduate,20000,Private,7,Large Indian,Own,0,3,14900,0,2400,4000,2800,No,0,709,90900,44600,Personal Loan,457000,46,Not_Eligible,500
32,Male,Single,Professional,79600,Private,4,Mid-size,Own,0,1,0,0,5000,21000,8200,No,0,687,192100,46200,Education,213000,47,Eligible,22700
58,Female,Married,Professional,82800,Private,11,Mid-size,Rented,21300,4,0,0,11900,20500,5500,No,0,784,173900,76800,Education,388000,28,Not_Eligible,14160
32,Female,Married,Graduate,47800,Private,5,Mid-size,Own,0,3,0,0,5000,9200,6500,No,0,813,182000,97000,Vehicle,477000,51,Eligible,16260
27,Male,Single,Post Graduate,88400,Government,0,Mid-size,Own,0,1,0,0,12100,16300,17400,Yes,25600,672,333000,84800,E-commerce Shopping,37000,19,Eligible,5950
48,Male,Married,Graduate,19400,Self-employed,14,Small,Own,0,3,14400,0,1100,4100,3800,Yes,4100,781,118600,70800,E-commerce Shopping,167000,4,Not_Eligible,500
38,Female,Married,Post Graduate,59100,Government,2,Mid-size,Own,0,3,0,0,3600,16300,6100,No,0,844,269700,143800,E-commerce Shopping,190000,11,Eligible,19860
38,Male,Married,Professional,74300,Private,15,Mid-size,Own,0,3,0,0,4500,14700,11200,No,0,629,580200,206300,Personal Loan,134000,23,Eligible,19316
27,Female,Single,Graduate,40500,Private,0,MNC,Rented,7700,1,0,0,2500,10400,6600,No,0,568,89300,28800,Vehicle,118000,71,Eligible,4256
48,Male,Married,Post Graduate,26000,Self-employed,5,MNC,Own,0,3,6000,0,1400,5600,4600,No,0,700,137700,49900,Education,64000,22,Eligible,3780
48,Male,Married,Post Graduate,66900,Government,0,Large Indian,Own,0,4,0,0,9900,10500,3400,No,0,828,319100,104300,Personal Loan,264000,16,Eligible,25860
38,Male,Married,Graduate,25800,Government,3,Mid-size,Own,0,3,4300,0,2200,5100,3700,No,0,641,199700,96700,Vehicle,292000,19,Not_Eligible,5082
58,Male,Married,High School,36000,Government,24,Startup,Own,0,3,5800,0,2900,8600,4400,No,0,770,174800,71400,Personal Loan,221000,58,Eligible,9438
32,Male,Married,High School,34800,Government,0,MNC,Own,0,3,0,13800,3800,10000,6200,No,0,0,69800,32000,Personal Loan,253000,57,Not_Eligible,500
38,Male,Married,Post Graduate,69900,Government,2,Large Indian,Rented,17600,2,0,8800,7800,20600,6700,Yes,7400,578,308100,183100,Education,54000,37,Not_Eligible,500
48,Female,Married,Graduate,7051,Private,2,MNC,Own,0,3,0,0,8200,13700,9000,No,0,705,248600,141800,Home Appliances,26000,25,Eligible,13000
38,Male,Single,High School,60000,Private,0,Mid-size,Rented,15100,1,0,0,4800,17000,6100,No,0,700,46000,18700,Home Appliances,47000,26,Eligible,5440
32,Male,Married,High School,42200,Private,0,MNC,Own,0,3,7500,0,6300,11600,6500,No,0,743,140200,42800,E-commerce Shopping,68000,15,Not_Eligible,4120
32,Male,Single,Post Graduate,38500,Private,2,Large Indian,Own,0,1,0,0,4000,6900,4200,No,0,674,249400,63000,Personal Loan,392000,40,Not_Eligible,12870
27,Male,Single,Graduate,73200,Private,0,Mid-size,Own,0,2,5600,17600,4800,11300,12600,No,0,670,198400,62100,E-commerce Shopping,116000,24,Eligible,8520
38,Male,Single,Graduate,40300,Private,4,Large Indian,Rented,7700,2,0,0,5900,11200,7300,Yes,4100,549,143400,71500,Personal Loan,79000,55,Not_Eligible,717
32,Female,Single,Post Graduate,41700,Private,1,Mid-size,Rented,9100,3,11000,0,5300,7200,6900,No,0,663,249900,87900,E-commerce Shopping,179000,20,Not_Eligible,1100
32,Male,Married,Graduate,55400,Self-employed,3,Startup,Own,0,3,13700,0,3700,13700,3800,No,0,658,223700,55200,E-commerce Shopping,160000,13,Not_Eligible,9225
32,Male,Married,Graduate,41700,Government,0,Large Indian,Own,0,2,14000,0,3900,11200,8300,Yes,7700,719,154900,45000,Home Appliances,149000,20,Not_Eligible,500
38,Male,Married,Graduate,27700,Self-employed,1,Small,Own,0,5,3800,0,3900,5100,2300,No,0,664,95000,51500,Personal Loan,313000,13,Not_Eligible,5670
27,Female,Married,Professional,28500,Private,2,Large Indian,Own,0,3,0,0,1600,8000,3900,Yes,6700,646,94000,39400,Home Appliances,125000,36,Not_Eligible,2324
32,Male,Married,Graduate,43000,Private,0,Large Indian,Rented,7400,4,0,0,3300,10200,6800,No,0,628,341900,153200,Personal Loan,958000,42,Not_Eligible,5385
58,Female,Married,Post Graduate,63800,Private,1,Startup,Rented,14900,3,0,0,7100,14800,9200,No,0,663,409200,171700,Home Appliances,162000,36,Eligible,9790
32,Female,Single,Post Graduate,59800,Government,0,Mid-size,Own,0,1,0,0,7500,16600,9900,Yes,6900,666,91200,49500,Personal Loan,823000,51,Not_Eligible,5292
58,Male,Married,Post Graduate,32000,Private,1,Startup,Own,0,4,5100,16300,2100,8900,3800,No,0,520,82800,21200,Education,136000,30,Not_Eligible,500
32,Male,Married,Graduate,42800,Self-employed,2,Mid-size,Own,0,4,0,0,2200,7900,4700,No,0,690,154800,67600,Home Appliances,162000,17,Eligible,12600
48,Female,Married,Post Graduate,40800,Private,5,MNC,Own,0,3,8800,0,2200,7100,5000,Yes,11900,647,162900,73500,Personal Loan,711000,31,Not_Eligible,1624
32,Male,Married,Graduate,39500,Private,1,MNC,Own,0,4,7800,0,2200,8900,6400,Yes,9100,604,193100,104700,Personal Loan,425000,54,Not_Eligible,1428
48,Male,Married,Graduate,18000,Private,6,Mid-size,Own,0,5,8000,0,2000,5100,1000,Yes,4400,588,22600,12900,E-commerce Shopping,83000,3,Not_Eligible,500
32,Male,Married,High School,34000,Government,2,Large Indian,Own,0,3,0,13300,4200,7800,3200,No,0,723,131800,71000,Home Appliances,136000,13,Not_Eligible,2750
38,Female,Married,Professional,81600,Private,3,Large Indian,Own,0,4,10000,20900,8100,20900,8100,No,0,637,524100,174700,Home Appliances,99000,32,Eligible,5984
38,Female,Single,Graduate,36300,Private,10,Mid-size,Own,0,2,8100,0,5300,7400,3100,No,0,694,190600,72100,Home Appliances,46000,35,Eligible,6200
38,Male,Single,Professional,54500,Private,14,Large Indian,Own,0,1,0,0,4300,8600,6800,Yes,8200,687,252000,147700,Home Appliances,142000,6,Not_Eligible,9310
38,Female,Married,Graduate,69800,Private,5,Large Indian,Own,0,4,10600,0,4700,11300,12600,No,0,752,473900,188000,Home Appliances,296000,18,Eligible,20196
32,Female,Married,Graduate,49600,Private,1,MNC,Own,0,4,0,0,5200,8600,3700,Yes,5900,636,248400,66700,Vehicle,638000,15,Not_Eligible,7336
58,Female,Married,Post Graduate,61900,Private,10,Small,Own,0,3,3600,0,4300,10400,7000,No,0,697,376800,83600,E-commerce Shopping,96000,12,Eligible,20130
48,Male,Married,Graduate,70200,Private,26,Startup,Own,0,3,9200,6800,6800,20500,5300,Yes,9600,531,265700,142100,E-commerce Shopping,61000,18,Not_Eligible,2100
