age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
58,Male,Married,High School,35900,Government,3,Mid-size,Own,0,3,3000,0,3400,6900,7000.0,No,0,719,159300,65100,E-commerce Shopping,47000,12,Eligible,8580
32,Female,Married,Graduate,60800,Private,0,Large Indian,Own,0,3,0,18000,4900,15500,6600.0,No,0,703,423100,90200,Home Appliances,106000,30,Eligible,6952
48,Male,Married,Post Graduate,110200,Government,0,Large Indian,Own,0,2,11300,0,14400,23300,21300.0,No,0,721,428600,103400,E-commerce Shopping,22000,5,Eligible,19950
38,Male,Married,Graduate,49200,Private,5,Small,Own,0,4,0,6400,4800,9400,5900.0,No,0,693,347100,147200,Vehicle,186000,47,Eligible,12485
48,Male,Married,Graduate,60800,Private,6,Startup,Rented,13200,3,5300,0,4900,12800,3300.0,Yes,14500,701,142000,36300,Vehicle,104000,69,Eligible,2380
38,Female,Married,Post Graduate,106500,Private,12,MNC,Rented,23200,3,0,0,5500,26700,10200.0,No,0,695,530000,304000,Education,182000,28,Eligible,20450
27,Male,Married,Post Graduate,120200,Self-employed,1,Mid-size,Own,0,4,0,22500,15600,23500,9700.0,Yes,18100,634,419200,93300,Personal Loan,52000,41,Eligible,7761
48,Female,Married,Graduate,46700,Government,6,MNC,Own,0,5,2000,0,3100,8200,5200.0,No,0,714,159100,93700,Home Appliances,61000,13,Eligible,15510
48,Male,Married,Graduate,46000,Self-employed,14,MNC,Own,0,2,0,0,5700,10600,2500.0,Yes,6900,555,0,22700,Personal Loan,122000,49,Eligible,4092
27,Female,Single,Post Graduate,83500,Self-employed,2,Small,Rented,14000,1,0,0,5500,14500,4400.0,No,0,692,585600,251300,E-commerce Shopping,131000,23,Eligible,22324
32,Male,Married,Post Graduate,54800,Private,4,Mid-size,Own,0,4,4200,0,4100,8600,5000.0,No,0,716,265000,121700,Personal Loan,290000,50,Eligible,16450
32,Male,Single,Post Graduate,78000,Government,1,Large Indian,Own,0,2,0,20500,9500,15900,9600.0,No,0,720,245100,93200,E-commerce Shopping,86000,21,Eligible,11250
58,Male,Married,Post Graduate,89400,Government,10,Large Indian,Own,0,4,2600,0,10600,18600,4900.0,No,0,719,482300,170300,Home Appliances,43000,23,Eligible,28985
32,Male,Married,Post Graduate,79300,Private,0,Small,Rented,18600,2,0,0,9000,15900,15300.0,No,0,711,196500,112700,Vehicle,211000,43,Eligible,8200
58,Female,Married,Graduate,122900,Government,2,MNC,Own,0,3,0,0,15900,35000,9200.0,Yes,24100,654,848200,351400,Personal Loan,312000,35,Eligible,14899
38,Male,Single,Post Graduate,134300,Private,12,Startup,Rented,33000,2,0,0,13300,23500,24200.0,No,0,728,346600,87000,E-commerce Shopping,152000,23,Eligible,20150
32,Male,Married,Post Graduate,95400,Government,6,Mid-size,Own,0,2,5100,0,8700,25900,7200.0,No,0,737,455200,238400,E-commerce Shopping,155000,13,Eligible,26675
32,Male,Married,Graduate,117200,Private,8,Mid-size,Own,0,2,3300,0,11300,33400,10200.0,No,0,697,707400,310400,Home Appliances,68000,6,Eligible,32450
48,Female,Married,Graduate,41600,Private,4,Large Indian,Own,0,4,2400,15100,2100,8800,7000.0,No,0,731,195800,104900,Vehicle,97000,79,Eligible,3100
48,Male,Married,Graduate,35100,Government,2,Startup,Rented,6800,5,0,0,3200,5600,4400.0,No,0,683,84000,26200,Home Appliances,125000,27,Eligible,7550
27,Male,Single,Graduate,81600,Government,1,Mid-size,Rented,16300,1,0,0,5500,21200,8600.0,No,0,583,540800,115700,E-commerce Shopping,129000,17,Eligible,13200
38,Male,Married,Professional,115500,Private,14,MNC,Own,0,3,0,0,16300,25400,11800.0,No,0,739,669200,278500,E-commerce Shopping,171000,18,Eligible,31000
48,Male,Married,Graduate,47900,Self-employed,26,Large Indian,Own,0,4,2400,0,5300,8400,5400.0,No,0,585,231900,83900,Personal Loan,121000,34,Eligible,9504
38,Female,Married,Graduate,66900,Private,6,MNC,Own,0,3,0,0,9200,14300,7900.0,No,0,604,97800,40300,Home Appliances,90000,9,Eligible,11360
38,Male,Married,Graduate,57500,Private,5,Mid-size,Own,0,3,0,0,3500,13000,2900.0,No,0,667,310400,122900,Home Appliances,100000,24,Eligible,19050
32,Male,Single,Graduate,75000,Private,3,MNC,Rented,13800,2,0,0,8100,19400,6100.0,No,0,633,266900,107700,E-commerce Shopping,16000,18,Eligible,11040
38,Male,Married,Graduate,43600,Private,8,MNC,Own,0,4,11800,0,2200,8100,3100.0,No,0,646,343000,80000,E-commerce Shopping,53000,10,Eligible,8096
32,Female,Married,Post Graduate,106900,Private,3,Large Indian,Rented,31500,2,0,0,14600,29300,6200.0,No,0,706,592000,275000,E-commerce Shopping,23000,13,Eligible,12650
38,Male,Married,Graduate,50300,Self-employed,4,Large Indian,Own,0,5,0,7900,6600,11500,4600.0,No,0,616,103200,33500,Education,91000,22,Eligible,7092
32,Male,Married,High School,53200,Self-employed,5,MNC,Rented,12400,3,6800,0,5500,9300,6000.0,No,0,684,291500,105200,Home Appliances,141000,35,Eligible,5940
32,Male,Single,Graduate,103000,Private,2,MNC,Own,18906,3,0,0,13700,16000,9800.0,No,0,698,99400,54800,Home Appliances,176000,19,Eligible,25400
32,Male,Married,Graduate,83900,Private,4,Startup,Rented,20400,3,9600,0,4900,14300,8500.0,Yes,12600,604,404800,83200,E-commerce Shopping,32000,21,Eligible,3808
27,Female,Single,Professional,63900,Private,2,Large Indian,Rented,19100,2,0,0,5500,18500,12300.0,No,0,662,269900,72600,Home Appliances,28000,8,Eligible,4250
38,Male,Married,Graduate,46700,Private,3,MNC,Own,0,3,9900,0,4300,11500,2600.0,Yes,11600,723,215900,98600,Personal Loan,82000,57,Eligible,2380
32,Male,Married,Post Graduate,57200,Private,5,MNC,Rented,17600,5,0,0,4000,12000,6100.0,No,0,685,131800,37800,Home Appliances,124000,29,Eligible,8750
38,Male,Married,Graduate,74500,Private,2,Large Indian,Own,0,5,8700,0,7300,20900,14000.0,No,0,702,239900,123100,E-commerce Shopping,119000,18,Eligible,11800
48,Male,Married,Graduate,75600,Private,0,Large Indian,Own,0,3,3500,0,5800,17600,8300.0,Yes,15700,678,302900,79200,E-commerce Shopping,41000,11,Eligible,6916
38,Female,Married,Graduate,53000,Private,9,MNC,Own,0,4,9000,0,6300,11400,3300.0,No,0,639,249800,73100,Personal Loan,155000,31,Eligible,9200
32,Male,Single,Graduate,134100,Private,1,Mid-size,Own,0,1,0,0,9800,22700,23100.0,No,0,604,912900,342800,Education,437000,34,Eligible,34540
48,Male,Married,Professional,114800,Private,6,Startup,Own,0,4,11300,6500,14900,28900,17200.0,No,0,710,492500,221800,Personal Loan,244000,27,Eligible,18000
48,Female,Married,Post Graduate,95100,Private,3,Mid-size,Own,0,3,6400,0,12500,24400,8800.0,No,0,701,148800,80900,Vehicle,432000,30,Eligible,17200
38,Male,Married,Professional,121500,Private,0,Large Indian,Own,0,3,2500,0,10400,29300,16600.0,No,0,721,883800,419300,Education,189000,12,Eligible,27588
48,Male,Married,Professional,151100,Government,1,Large Indian,Own,0,3,4200,0,17800,30300,17200.0,No,0,684,653800,304200,Education,405000,23,Eligible,40800
58,Female,Married,Post Graduate,61800,Government,22,Small,Own,0,3,0,0,6500,15200,5300.0,No,0,641,77500,21200,E-commerce Shopping,46000,18,Eligible,12249
27,Male,Single,Graduate,113500,Self-employed,2,Mid-size,Own,0,2,7300,0,13900,24200,9100.0,Yes,23700,619,595800,138900,E-commerce Shopping,58000,8,Eligible,8895
48,Male,Single,Post Graduate,70400,Private,26,Mid-size,Rented,14400,2,0,0,3900,11200,13700.0,No,0,729,519400,244700,Home Appliances,121000,28,Eligible,14960
32,Male,Single,Graduate,75000,Private,7,Large Indian,Own,0,1,0,0,4200,15900,12100.0,No,0,722,120700,63300,Vehicle,539000,38,Eligible,17120
58,Male,Married,Post Graduate,153600,Private,7,Startup,Own,12753,3,14500,0,11800,42200,9600.0,No,0,735,850200,332500,Education,354000,10,Eligible,37750
38,Male,Married,Post Graduate,70700,Private,10,Mid-size,Own,0,4,10200,0,4800,14400,6400.0,Yes,13700,677,141200,55600,Home Appliances,115000,29,Eligible,5936
48,Male,Married,Graduate,78600,Private,2,MNC,Own,0,3,5100,0,4600,20100,6600.0,No,0,694,144800,49600,Personal Loan,220000,26,Eligible,16880
38,Male,Married,High School,44500,Private,0,Small,Own,0,3,0,0,5300,7000,8900.0,No,0,737,111000,46300,E-commerce Shopping,100000,23,Eligible,9320
32,Male,Married,Professional,28000,Private,4,Large Indian,Own,0,4,3500,0,3100,7900,4700.0,No,0,738,116100,48900,Education,81000,30,Eligible,4400
32,Female,Married,Graduate,98000,Private,2,Mid-size,Own,0,5,3400,9200,12900,22600,5700.0,No,0,686,642600,336300,E-commerce Shopping,86000,9,Eligible,24310
38,Male,Married,Graduate,59200,Private,2,Mid-size,Own,0,3,14200,0,5700,13700,5200.0,No,0,708,314200,182800,E-commerce Shopping,49000,7,Eligible,10200
48,Male,Single,Professional,124400,Private,7,Startup,Own,0,2,8300,0,18000,27800,13500.0,No,0,716,965700,413600,Personal Loan,591000,33,Eligible,31240
32,Female,Married,Post Graduate,99700,Private,5,MNC,Own,0,2,0,0,9600,16000,18100.0,No,0,705,63100,19300,Education,291000,15,Eligible,22400
27,Male,Single,Post Graduate,39500,Private,0,MNC,Own,0,3,0,0,4900,6600,7600.0,No,0,679,149300,86000,E-commerce Shopping,20000,11,Eligible,8160
48,Male,Married,Graduate,96700,Private,2,Mid-size,Own,0,4,7400,0,5900,18000,11600.0,No,0,742,411900,206900,Education,200000,43,Eligible,26900
27,Female,Single,Professional,120800,Government,1,Startup,Own,0,3,0,0,14900,24300,18500.0,No,0,713,706300,169600,Vehicle,564000,50,Eligible,31550
38,Male,Married,Graduate,84300,Private,0,Mid-size,Own,0,3,10100,0,7200,23800,9800.0,No,0,721,333000,127000,E-commerce Shopping,11000,4,Eligible,13360
38,Female,Married,Post Graduate,74700,Government,4,Startup,Own,0,4,2100,0,4800,12500,9200.0,No,0,688,562200,252900,Education,58000,47,Eligible,27890
38,Male,Married,Graduate,50800,Private,1,Startup,Own,0,4,5300,0,4600,14400,5500.0,Yes,5400,643,215000,128600,Education,137000,42,Eligible,4368
32,Male,Single,Graduate,63600,Private,2,Large Indian,Own,0,3,4000,0,8100,15700,7100.0,No,0,652,499300,225600,E-commerce Shopping,149000,22,Eligible,15785
32,Male,Married,Professional,92400,Private,1,MNC,Own,0,3,0,0,6500,16800,18000.0,No,0,729,60900,33200,Home Appliances,181000,36,Eligible,20440
32,Male,Married,Post Graduate,134400,Private,2,Startup,Rented,29400,5,0,0,11900,34000,16700.0,No,0,722,153100,45100,Vehicle,360000,34,Eligible,16960
32,Male,Married,Post Graduate,98700,Private,0,Large Indian,Own,0,2,4400,0,13400,20800,14100.0,No,0,696,301400,124300,Home Appliances,61000,13,Eligible,18400
32,Male,Married,Post Graduate,97300,Private,2,Large Indian,Own,0,4,0,0,6300,21000,13500.0,No,0,741,472700,212500,Education,209000,42,Eligible,28250
48,Male,Married,Professional,68000,Private,11,Large Indian,Own,0,4,2600,0,6000,20100,11900.0,No,0,718,184300,57400,Vehicle,216000,74,Eligible,13700
38,Male,Single,Post Graduate,54000,Private,9,Startup,Own,0,3,0,0,6500,8700,4100.0,No,0,744,108800,42900,Home Appliances,225000,36,Eligible,17350
48,Female,Married,Graduate,41800,Government,3,Large Indian,Own,0,2,3100,0,5000,11900,7800.0,No,0,733,142800,83300,Home Appliances,63000,13,Eligible,7700
32,Male,Married,Professional,82700,Private,1,MNC,Own,0,2,8200,0,6500,18300,9700.0,No,0,606,87700,27000,Education,151000,36,Eligible,12800
58,Female,Married,Graduate,47100,Private,10,MNC,Own,0,3,0,8600,5300,12700,5600.0,No,0,598,304100,75300,Education,144000,38,Eligible,6556
27,Female,Single,Graduate,74200,Private,2,MNC,Own,0,3,0,0,5300,12300,8400.0,No,0,653,425000,90900,E-commerce Shopping,126000,13,Eligible,24100
32,Male,Married,Graduate,51200,Private,3,Large Indian,Own,0,2,12400,0,3700,11800,5300.0,No,0,739,213200,48200,Education,251000,38,Eligible,9000
48,Female,Married,Graduate,44000,Private,15,Large Indian,Own,0,3,0,20300,3100,7100,7400.0,No,0,667,58400,21600,E-commerce Shopping,16000,14,Eligible,2440
32,Female,Married,Professional,153700,Private,2,Mid-size,Own,0,3,5700,0,9000,36100,13200.0,Yes,35100,696,947800,393400,Personal Loan,467000,42,Eligible,21021
38,Female,Married,Graduate,122900,Self-employed,12,MNC,Own,0,2,7100,0,10400,35200,20100.0,Yes,12900,653,118600,50600,Home Appliances,154000,34,Eligible,9374
32,Male,Married,Graduate,70300,Private,7,MNC,Own,0,2,0,0,8100,13400,5000.0,No,0,636,485400,203800,E-commerce Shopping,115000,17,Eligible,19272
27,Male,Married,Professional,99500,Private,1,MNC,Rented,20200,2,0,0,6900,23800,5100.0,No,0,685,730400,356300,E-commerce Shopping,11000,17,Eligible,23925
27,Female,Single,Professional,57800,Government,0,Mid-size,Own,0,1,0,0,6400,14900,6900.0,No,0,701,103200,40700,Home Appliances,74000,21,Eligible,11840
32,Male,Married,Graduate,35100,Private,10,MNC,Own,0,2,0,0,3200,9000,2600.0,No,0,672,239000,129200,E-commerce Shopping,62000,15,Eligible,11165
27,Male,Married,Graduate,63600,Private,0,Startup,Rented,15900,4,9300,0,4000,11900,9300.0,No,0,674,385200,136400,Home Appliances,72000,22,Eligible,5808
32,Male,Single,Post Graduate,132500,Self-employed,0,MNC,Own,0,2,12100,14900,12400,29500,14700.0,No,0,726,492800,291400,Vehicle,489000,39,Eligible,22005
58,Female,Married,High School,44200,Government,6,Startup,Own,0,3,0,0,6600,9700,3400.0,Yes,11400,696,213500,50100,Home Appliances,24000,6,Eligible,5043
32,Female,Married,High School,43000,Private,3,Large Indian,Rented,8700,3,2100,0,3200,7400,8100.0,No,0,748,193200,54400,Home Appliances,35000,8,Eligible,6750
38,Female,Married,Graduate,43700,Self-employed,2,Small,Own,0,4,0,0,4800,9300,5600.0,No,0,710,178600,49200,Vehicle,83000,63,Eligible,10800
27,Male,Single,Professional,8879,Private,0,Large Indian,Own,0,1,0,0,7100,10800,5300.0,Yes,7100,697,190400,42000,Home Appliances,46000,15,Eligible,6244
27,Male,Single,Post Graduate,122600,Private,0,Startup,Own,0,3,0,0,14500,18500,16000.0,No,0,722,214900,112600,Personal Loan,492000,36,Eligible,23552
27,Male,Single,Graduate,22400,Private,1,Startup,Own,0,3,4000,0,2100,3700,3300.0,Yes,2300,590,160900,95000,Education,70000,45,Eligible,2156
38,Male,Married,Post Graduate,83000,Self-employed,1,Mid-size,Own,0,5,0,0,9400,13400,4900.0,No,0,682,109700,53200,Home Appliances,131000,30,Eligible,19908
38,Female,Married,Professional,56700,Government,10,MNC,Own,0,4,4400,13900,5600,10500,8100.0,No,0,728,270100,87000,E-commerce Shopping,18000,10,Eligible,7810
38,Male,Single,Professional,30000,Government,0,Mid-size,Rented,8000,1,0,0,1600,7800,4300.0,No,0,736,79000,20200,Vehicle,145000,83,Eligible,4150
38,Female,Married,Graduate,55800,Private,5,MNC,Own,0,3,10200,0,3100,9700,3100.0,No,0,668,150100,87200,Home Appliances,75000,12,Eligible,14850
32,Female,Married,Graduate,84600,Private,7,Large Indian,Own,11464,2,0,0,6600,16300,16100.0,No,0,710,494500,213700,Personal Loan,92000,57,Eligible,22800
48,Male,Married,Professional,149000,Private,14,Mid-size,Own,0,4,2400,0,12800,27900,20700.0,Yes,43800,733,756700,300700,Vehicle,330000,80,Eligible,14490
32,Male,Married,Post Graduate,31600,Private,6,Large Indian,Own,0,2,8900,0,2100,8600,3900.0,No,0,743,42100,14600,Home Appliances,92000,36,Eligible,3240
32,Male,Single,Post Graduate,58200,Government,3,Startup,Own,0,2,0,0,4900,16900,4300.0,Yes,8300,647,41300,9700,Home Appliances,23000,9,Eligible,5864
32,Female,Single,Professional,61800,Government,3,Mid-size,Own,0,1,0,0,5600,17600,10000.0,No,0,737,423400,208100,Vehicle,177000,47,Eligible,17303
32,Female,Single,Professional,62000,Self-employed,0,Startup,Rented,14800,2,12300,0,7900,15900,4200.0,No,0,632,34300,20500,Education,66000,45,Eligible,1987
38,Male,Married,Graduate,46500,Private,1,Large Indian,Own,0,3,0,0,3100,7300,7900.0,No,0,648,194900,97000,Education,62000,24,Eligible,11280
27,Male,Single,High School,60300,Government,0,MNC,Own,0,1,0,0,3100,16200,10700.0,Yes,15400,662,300200,120800,Home Appliances,40000,22,Eligible,5215
58,Male,Married,Post Graduate,107600,Private,15,Startup,Own,0,3,0,0,8700,23600,11000.0,No,0,597,290800,125700,E-commerce Shopping,18000,11,Eligible,25720
48,Female,Married,Graduate,50800,Private,0,MNC,Own,0,3,0,0,4100,14200,2600.0,Yes,8600,638,74400,44500,Home Appliances,78000,34,Eligible,3816
48,Female,Married,Graduate,86700,Private,2,MNC,Own,0,3,0,18600,7000,25200,10500.0,No,0,739,466100,110200,E-commerce Shopping,172000,20,Eligible,12700
38,Female,Single,Graduate,70200,Private,7,Mid-size,Own,0,1,0,0,5000,17700,12100.0,No,0,726,511400,232300,Personal Loan,336000,33,Eligible,19470
38,Female,Single,Graduate,77900,Private,4,Mid-size,Rented,22200,1,0,0,6500,13400,10300.0,No,0,631,52100,19500,Vehicle,265000,50,Eligible,8160
32,Female,Married,Graduate,73100,Private,6,Large Indian,Rented,15200,2,0,0,7000,11900,5700.0,No,0,693,202100,49200,E-commerce Shopping,187000,17,Eligible,16650
32,Male,Married,Graduate,61000,Private,6,Small,Own,0,3,2000,0,7500,10600,9200.0,No,0,749,102200,56000,Personal Loan,178000,48,Eligible,12680
32,Female,Married,Professional,130700,Private,2,Startup,Own,0,2,0,0,8100,27600,24600.0,Yes,37800,704,275100,105200,Vehicle,309000,57,Eligible,11410
38,Female,Married,Post Graduate,91700,Private,9,MNC,Own,0,3,7800,9000,7100,22300,14900.0,Yes,12200,709,594600,234200,Personal Loan,99000,36,Eligible,7084
38,Female,Married,Graduate,76100,Self-employed,5,Large Indian,Own,0,4,0,0,7400,15400,12500.0,No,0,680,555100,174400,Home Appliances,153000,8,Eligible,20196
32,Male,Married,Post Graduate,91000,Private,0,Startup,Rented,24600,3,6000,0,9500,26700,14600.0,No,0,731,302700,150000,E-commerce Shopping,16000,13,Eligible,3840
38,Female,Married,Graduate,89700,Private,1,Mid-size,Own,0,3,0,14700,8100,17100,7400.0,No,0,647,157600,94400,Vehicle,431000,71,Eligible,13568
32,Female,Single,Professional,7275,Private,1,Mid-size,Rented,34400,2,6800,0,10000,20200,6400.0,No,0,734,528300,151700,Vehicle,262000,33,Eligible,22800
32,Female,Single,High School,63100,Private,3,Large Indian,Own,0,3,6700,0,3400,16600,6000.0,No,0,688,309400,175700,Personal Loan,545000,58,Eligible,15200
48,Female,Married,Post Graduate,63300,Private,2,Mid-size,Own,0,4,0,0,3700,14800,5500.0,Yes,11000,630,230200,125800,E-commerce Shopping,67000,16,Eligible,7924
32,Male,Married,Post Graduate,106600,Private,0,Mid-size,Own,0,2,10400,0,12100,21100,6800.0,No,0,711,156200,90400,E-commerce Shopping,100000,23,Eligible,17984
48,Male,Single,Professional,49800,Private,2,MNC,Own,0,1,0,0,6100,13300,6900.0,No,0,688,207500,112000,Vehicle,127000,47,Eligible,11750
32,Male,Single,Graduate,37300,Private,1,Mid-size,Own,0,2,4200,0,4200,10500,4700.0,No,0,658,263100,70900,E-commerce Shopping,91000,24,Eligible,7535
27,Male,Single,Graduate,81600,Private,2,MNC,Own,0,2,0,0,8200,21500,11000.0,No,0,690,229100,50700,Personal Loan,467000,41,Eligible,20450
38,Male,Married,Post Graduate,73800,Private,5,Mid-size,Rented,11400,5,0,0,10500,14600,14300.0,No,0,659,302100,160800,Vehicle,537000,69,Eligible,11500
32,Female,Single,Post Graduate,156900,Private,0,Mid-size,Own,0,3,0,0,11700,37700,16000.0,Yes,16300,730,1083700,525000,Home Appliances,42000,25,Eligible,23161
38,Male,Married,Professional,82300,Private,3,Mid-size,Rented,13600,3,4000,0,4400,22800,13400.0,No,0,681,498200,153600,E-commerce Shopping,34000,21,Eligible,13255
48,Male,Married,Graduate,43800,Government,7,Mid-size,Own,0,2,3000,0,2800,12700,7800.0,No,0,683,214400,108500,Home Appliances,53000,35,Eligible,9625
27,Male,Single,Post Graduate,112300,Private,3,MNC,Own,0,1,0,0,14000,22700,9300.0,No,0,698,298300,137200,Personal Loan,746000,33,Eligible,33150
38,Male,Married,Graduate,61100,Private,1,Large Indian,Own,0,3,2100,13400,4300,12300,9000.0,No,0,666,468300,179300,Vehicle,391000,83,Eligible,11000
27,Female,Single,Post Graduate,69100,Private,0,Large Indian,Own,0,2,0,0,7000,19700,11100.0,No,0,731,238900,69000,Personal Loan,308000,40,Eligible,12520
48,Male,Married,Professional,145800,Private,1,MNC,Rented,24000,3,0,6800,18100,23100,26600.0,No,0,689,226300,105500,Vehicle,662000,76,Eligible,18880
38,Female,Single,Post Graduate,71700,Government,6,MNC,Own,0,2,0,0,9900,12300,9300.0,No,0,722,313700,142200,Education,375000,30,Eligible,22110
27,Female,Married,High School,52100,Private,1,MNC,Own,0,3,10700,0,4400,9800,9100.0,No,0,742,367400,164400,Home Appliances,174000,28,Eligible,9955
38,Male,Married,Post Graduate,26000,Private,0,Startup,Own,0,4,0,0,2000,6500,2000.0,Yes,3100,674,117000,44600,Personal Loan,72000,33,Eligible,3472
32,Male,Single,High School,57100,Government,3,Large Indian,Own,0,3,0,0,4200,10100,2900.0,No,0,614,159300,66900,E-commerce Shopping,86000,24,Eligible,17556
38,Male,Married,Graduate,79700,Government,0,Startup,Own,0,2,10400,0,6200,18000,15400.0,No,0,743,602800,332300,Vehicle,650000,72,Eligible,16335
38,Female,Married,Graduate,69800,Private,2,Mid-size,Own,0,3,0,0,8700,14300,13100.0,No,0,641,419000,157900,E-commerce Shopping,120000,15,Eligible,14828
27,Male,Single,High School,50200,Government,3,Small,Own,0,1,0,0,5500,10800,3100.0,No,0,680,80200,38500,E-commerce Shopping,113000,11,Eligible,13552
38,Female,Married,Post Graduate,91600,Private,3,Mid-size,Own,0,4,7500,0,5500,18300,12900.0,No,0,621,95900,46600,E-commerce Shopping,81000,6,Eligible,15168
32,Male,Single,Graduate,90300,Private,5,Small,Own,0,1,0,0,6600,22300,5300.0,No,0,706,328900,111000,Personal Loan,145000,26,Eligible,28050
58,Male,Married,High School,37000,Government,2,Large Indian,Rented,9700,4,0,0,2700,6500,3500.0,No,0,719,287700,76900,Education,184000,46,Eligible,8030
38,Male,Single,Graduate,31300,Private,1,Mid-size,Rented,5400,3,0,0,3600,8900,3500.0,No,0,0,69500,38000,Vehicle,200000,75,Eligible,3960
38,Female,Married,Post Graduate,100500,Private,16,Large Indian,Rented,17500,3,3300,0,11900,21800,10000.0,Yes,25100,686,396000,112400,Education,86000,35,Eligible,3815
38,Male,Married,Professional,166000,Private,3,Large Indian,Own,0,2,11700,10600,17000,32800,25900.0,No,0,631,803600,205800,Personal Loan,136000,34,Eligible,27200
32,Male,Single,Graduate,85900,Private,0,Startup,Rented,12900,1,0,0,11400,23200,8700.0,No,0,705,369700,207700,E-commerce Shopping,21000,15,Eligible,11880
27,Male,Single,Post Graduate,75000,Private,1,Large Indian,Own,0,1,0,0,4200,18400,13000.0,No,0,625,433500,126000,Vehicle,197000,29,Eligible,15760
32,Female,Married,Graduate,62100,Self-employed,2,Large Indian,Rented,17200,2,0,0,4600,10000,5100.0,No,0,674,41200,13700,Personal Loan,213000,58,Eligible,9072
38,Female,Married,Post Graduate,105700,Private,3,Large Indian,Rented,29800,5,0,0,13900,17300,9200.0,No,0,653,457400,124500,Home Appliances,174000,18,Eligible,17750
38,Male,Married,Professional,61100,Private,9,MNC,Rented,14800,2,0,0,6800,15000,9900.0,No,0,706,205800,61300,E-commerce Shopping,58000,23,Eligible,7300
27,Female,Single,Graduate,101700,Private,2,MNC,Rented,16500,2,4700,8900,5800,22800,5500.0,No,0,681,524800,230200,Vehicle,724000,58,Eligible,18750
38,Female,Married,Post Graduate,89200,Private,0,Mid-size,Own,0,4,10800,0,12500,21700,17700.0,No,0,618,67700,19400,E-commerce Shopping,18000,22,Eligible,6784
38,Male,Married,Post Graduate,102500,Private,10,Mid-size,Own,0,2,0,0,6300,15800,12800.0,No,0,692,109200,35400,Home Appliances,145000,33,Eligible,27040
48,Female,Married,Graduate,48700,Private,1,Large Indian,Own,0,3,6000,0,6800,8600,2600.0,Yes,12000,643,287400,166300,E-commerce Shopping,11000,17,Eligible,3556
27,Male,Married,Graduate,10595,Private,1,Large Indian,Own,0,3,2900,0,6200,7600,3700.0,No,0,740,290400,96000,E-commerce Shopping,183000,18,Eligible,13200
32,Male,Married,Graduate,53000,Private,1,MNC,Own,0,3,9500,0,2900,8100,6400.0,No,0,749,318900,189900,Education,125000,21,Eligible,14355
48,Female,Married,High School,83400,Private,0,Large Indian,Own,0,3,4800,0,7200,16700,10200.0,No,0,747,374700,77800,Home Appliances,125000,28,Eligible,17800
38,Male,Married,Post Graduate,59100,Private,13,MNC,Own,0,3,0,0,6200,9800,6400.0,No,0,650,428100,209300,Vehicle,447000,68,Eligible,20185
32,Male,Married,High School,29100,Private,1,Large Indian,Own,0,3,11500,0,2600,7700,3000.0,No,0,745,30500,13300,Home Appliances,37000,36,Eligible,1720
27,Male,Single,Post Graduate,129700,Self-employed,0,MNC,Rented,21200,2,0,0,18200,30400,21700.0,No,0,597,287200,65600,Personal Loan,300000,50,Eligible,13752
48,Female,Married,Graduate,72600,Private,4,MNC,Own,0,5,0,0,8800,17400,7900.0,Yes,12600,714,359800,162100,E-commerce Shopping,94000,15,Eligible,9065
48,Male,Married,High School,40600,Private,10,Startup,Own,0,4,6300,0,5000,11700,6600.0,No,0,709,225600,75800,Education,76000,43,Eligible,5500
27,Male,Single,Professional,62400,Self-employed,0,Small,Own,0,2,0,0,7900,12800,5200.0,Yes,8300,655,232200,113800,E-commerce Shopping,152000,21,Eligible,8883
58,Male,Married,Post Graduate,57800,Private,12,Mid-size,Own,0,3,0,0,8600,11200,11200.0,Yes,17200,640,272500,81600,Home Appliances,23000,22,Eligible,2688
48,Male,Married,Post Graduate,55200,Private,26,Small,Own,0,3,0,0,7100,10500,10700.0,Yes,15300,664,409700,144100,Home Appliances,34000,17,Eligible,4466
38,Female,Married,Graduate,59100,Government,1,MNC,Own,0,3,0,0,5400,9700,10400.0,No,0,717,227200,62800,Education,72000,25,Eligible,16800
27,Male,Married,Graduate,117900,Government,1,MNC,Own,0,3,0,0,9800,29900,6200.0,Yes,12400,673,888000,386600,E-commerce Shopping,177000,17,Eligible,22946
58,Male,Married,Post Graduate,115500,Private,1,Startup,Own,0,3,12600,0,6600,25100,22100.0,No,0,629,867200,444400,Vehicle,859000,74,Eligible,21604
58,Female,Married,Post Graduate,104500,Private,7,MNC,Own,0,3,0,0,11600,22900,12300.0,No,0,677,425100,130100,Vehicle,1361000,78,Eligible,28850
27,Male,Single,Post Graduate,71000,Private,4,Mid-size,Own,0,2,0,14600,10300,15900,4900.0,No,0,690,69300,32800,Education,54000,9,Eligible,10120
32,Male,Single,Graduate,79400,Private,3,Startup,Rented,16800,1,0,0,9900,14800,11100.0,No,0,670,611200,361900,Education,371000,32,Eligible,14740
48,Male,Married,Graduate,62100,Private,5,Mid-size,Own,0,4,0,0,5400,15800,6000.0,No,0,698,142600,81100,Home Appliances,125000,13,Eligible,17450
